GeneFamily,Sample,Value,Condition
UniRef90_A0A358PTV0|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PTV0|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PTV0|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PTV0|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PTV0|unclassified,NoMonarch_Experiment_256,23.6169415962,No-Monarch
UniRef90_A0A358PTV0|unclassified,NoMonarch_Experiment_257,27.191826876100002,No-Monarch
UniRef90_A0A358PTV0|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A358PTV0|unclassified,NoMonarch_Experiment_259,28.2943111286,No-Monarch
UniRef90_A0A358PTV0|unclassified,NoMonarch_Wild_260,30.360526780300003,No-Monarch
UniRef90_A0A358PTV0|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A358PU24|unclassified,GeneFamily,UniRef90_A0A358PU24|unclassified,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_256,25.2453916133,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_257,35.128106061,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_258,13.6996684833,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_259,19.5106663113,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Wild_260,13.8981510536,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Wild_261,10.527135592999999,No-Monarch
UniRef90_A0A358PU24|unclassified,GeneFamily,UniRef90_A0A358PU24|unclassified,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PU24|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_256,25.2453916133,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_257,35.128106061,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_258,13.6996684833,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Experiment_259,19.5106663113,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Wild_260,13.8981510536,No-Monarch
UniRef90_A0A358PU24|unclassified,NoMonarch_Wild_261,10.527135592999999,No-Monarch
UniRef90_A0A358PU91|unclassified,GeneFamily,UniRef90_A0A358PU91|unclassified,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_256,51.4487045102,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_257,33.4953535314,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_258,14.7740691805,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_259,27.8518011144,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Wild_260,37.9535320006,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Wild_261,13.426623617999999,No-Monarch
UniRef90_A0A358PU91|unclassified,GeneFamily,UniRef90_A0A358PU91|unclassified,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PU91|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_256,51.4487045102,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_257,33.4953535314,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_258,14.7740691805,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Experiment_259,27.8518011144,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Wild_260,37.9535320006,No-Monarch
UniRef90_A0A358PU91|unclassified,NoMonarch_Wild_261,13.426623617999999,No-Monarch
UniRef90_A0A358PUB7|unclassified,GeneFamily,UniRef90_A0A358PUB7|unclassified,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_256,50.6657404688,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_258,17.425008425999998,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_259,17.0216294924,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Wild_260,20.301445350199998,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Wild_261,13.0331746678,No-Monarch
UniRef90_A0A358PUB7|unclassified,GeneFamily,UniRef90_A0A358PUB7|unclassified,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_256,50.6657404688,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_258,17.425008425999998,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Experiment_259,17.0216294924,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Wild_260,20.301445350199998,No-Monarch
UniRef90_A0A358PUB7|unclassified,NoMonarch_Wild_261,13.0331746678,No-Monarch
UniRef90_A0A358PUB9|unclassified,GeneFamily,UniRef90_A0A358PUB9|unclassified,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_256,58.5207438044,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_257,33.4446949293,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_259,14.6381500847,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Wild_260,29.7329898588,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Wild_261,17.5459713245,No-Monarch
UniRef90_A0A358PUB9|unclassified,GeneFamily,UniRef90_A0A358PUB9|unclassified,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_256,58.5207438044,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_257,33.4446949293,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Experiment_259,14.6381500847,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Wild_260,29.7329898588,No-Monarch
UniRef90_A0A358PUB9|unclassified,NoMonarch_Wild_261,17.5459713245,No-Monarch
UniRef90_A0A358PUI6|unclassified,GeneFamily,UniRef90_A0A358PUI6|unclassified,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_256,17.0181212669,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_257,28.839279248,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_258,2.1278790583,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_259,20.2892685675,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Wild_260,8.4860621354,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A358PUI6|unclassified,GeneFamily,UniRef90_A0A358PUI6|unclassified,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_256,17.0181212669,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_257,28.839279248,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_258,2.1278790583,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Experiment_259,20.2892685675,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Wild_260,8.4860621354,No-Monarch
UniRef90_A0A358PUI6|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A358PUI9|unclassified,GeneFamily,UniRef90_A0A358PUI9|unclassified,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_256,35.7778632897,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_257,49.829253263999995,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_259,26.7354696448,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Wild_260,34.4595382323,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Wild_261,12.8809768485,No-Monarch
UniRef90_A0A358PUI9|unclassified,GeneFamily,UniRef90_A0A358PUI9|unclassified,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_256,35.7778632897,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_257,49.829253263999995,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Experiment_259,26.7354696448,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Wild_260,34.4595382323,No-Monarch
UniRef90_A0A358PUI9|unclassified,NoMonarch_Wild_261,12.8809768485,No-Monarch
UniRef90_A0A358PUM3|unclassified,GeneFamily,UniRef90_A0A358PUM3|unclassified,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_256,11.5889765452,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_257,16.271481618499998,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_258,7.018622226900001,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_259,14.530400451199998,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Wild_260,33.8858547974,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Wild_261,7.4643204757,No-Monarch
UniRef90_A0A358PUM3|unclassified,GeneFamily,UniRef90_A0A358PUM3|unclassified,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_256,11.5889765452,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_257,16.271481618499998,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_258,7.018622226900001,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Experiment_259,14.530400451199998,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Wild_260,33.8858547974,No-Monarch
UniRef90_A0A358PUM3|unclassified,NoMonarch_Wild_261,7.4643204757,No-Monarch
UniRef90_A0A358PUP7|unclassified,GeneFamily,UniRef90_A0A358PUP7|unclassified,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_248,8.1674371188,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_256,57.380292279799995,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_257,78.1553261175,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_258,20.716513365999997,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_259,47.1228245337,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Wild_260,23.214167870900003,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A358PUP7|unclassified,GeneFamily,UniRef90_A0A358PUP7|unclassified,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_248,8.1674371188,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_256,57.380292279799995,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_257,78.1553261175,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_258,20.716513365999997,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Experiment_259,47.1228245337,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Wild_260,23.214167870900003,No-Monarch
UniRef90_A0A358PUP7|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A358PUP8|unclassified,GeneFamily,UniRef90_A0A358PUP8|unclassified,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_256,19.966345516700002,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_257,29.197960818000002,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_258,4.5049148977,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_259,15.6431009201,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Wild_260,15.234405622,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Wild_261,5.3325949744,No-Monarch
UniRef90_A0A358PUP8|unclassified,GeneFamily,UniRef90_A0A358PUP8|unclassified,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_256,19.966345516700002,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_257,29.197960818000002,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_258,4.5049148977,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Experiment_259,15.6431009201,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Wild_260,15.234405622,No-Monarch
UniRef90_A0A358PUP8|unclassified,NoMonarch_Wild_261,5.3325949744,No-Monarch
UniRef90_A0A358PV85|unclassified,GeneFamily,UniRef90_A0A358PV85|unclassified,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_256,18.6739330505,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_257,24.9024112537,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_258,16.3184449848,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_259,11.185371256199998,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Wild_260,31.564131329600002,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Wild_261,22.285475326500002,No-Monarch
UniRef90_A0A358PV85|unclassified,GeneFamily,UniRef90_A0A358PV85|unclassified,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A358PV85|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_256,18.6739330505,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_257,24.9024112537,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_258,16.3184449848,No-Monarch
UniRef90_A0A358PV85|unclassified,NoMonarch_Experiment_259,11.185371256199998,No-Monarch
