GeneFamily,Sample,Value
UniRef90_A0A062X2A8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,152.0375931206
UniRef90_A0A062X2A8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,58.4635456875
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,23.930776573000003
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,39.1882428283
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,54.4582967022
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,33.3723584625
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,35.1158129316
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,27.2131422317
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,34.36259927
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,68.54708591859999
UniRef90_A0A062X2F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,39.9593366625
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,56.3016286824
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,17.060857543
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,50.490428549899995
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,79.2583072623
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,63.998601030399996
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,48.841260128500004
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,46.0109195513
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,33.689433311
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,42.4152653394
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,128.9058730601
UniRef90_A0A062X2I3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,28.758090440900002
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,58.0231139655
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,27.0731669982
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,36.5379891146
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,79.88447543640001
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,82.7461521461
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,64.0927323928
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,55.4735523446
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,33.7821507841
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,39.8460738026
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,140.9954131039
UniRef90_A0A062X2J0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,30.1020223123
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,42.7582201297
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,26.678502918200003
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,5.528316370800001
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,24.5136335966
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,52.4365605103
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,52.178585130900004
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,49.43073430850001
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,37.896147291999995
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,19.8727208524
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,27.526191278699997
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,87.0282192989
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,GeneFamily,UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,12.8013058317
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,22.952915017600002
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,25.1619638641
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,9.9167059563
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,10.8410169805
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,41.8838140195
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,30.4249317417
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,31.345827038099998
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,20.392476371
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,34.1656138237
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,24.0669959415
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,49.253862195100005
UniRef90_A0A062X2J4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,39.9868683518
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,31.3048150377
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,19.118311948
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,30.075133268600002
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,26.7232639742
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,32.0341125125
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,30.6201413908
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,23.6005672365
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,109.0974935266
UniRef90_A0A062X2K0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,18.5826049331
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,21.905730643200002
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,31.6895267487
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,33.829955880300005
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,33.4678496774
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,13.7369192643
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,15.874800141600002
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,22.7028184723
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,52.4890111456
UniRef90_A0A062X2L6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,36.1886152673
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,50.021259708
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,32.0387568464
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,66.5359894509
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,35.8225466927
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,54.4819157043
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,41.5227648678
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,37.6454155772
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,17.201697235799998
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,100.6257775075
UniRef90_A0A062X2N9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,20.7421597705
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,38.290013684
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,30.286515640799998
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,38.3579511654
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,38.9249660507
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,48.6876428907
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,25.6187174894
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,23.597371375599998
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,19.6042597429
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,93.0004212171
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,GeneFamily,UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,18.7609251779
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,43.344589445
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,10.820619797200001
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,19.9788006213
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,19.6315935467
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,18.7395816258
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,22.635554020300003
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,14.348166396199998
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,20.5108702936
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,61.307398880200004
UniRef90_A0A062X2P9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,60.988406231499994
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,7.626325576799999
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,35.6368377873
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,58.210619577399996
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,70.4183562649
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,48.43521495939999
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,48.7787010792
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,32.6079896788
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,11.999977773
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,97.93375848149999
UniRef90_A0A062X2Q4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,32.9854221508
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,52.237146821
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,23.915687788000003
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,37.843234645900004
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,82.02372136609999
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,72.7151037924
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,39.0244266573
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,73.8726197079
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,25.286871923299998
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,18.932128514400002
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,134.8825468004
UniRef90_A0A062X2R0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,32.8912216194
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,76.2663115412
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,37.3860712767
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,68.1422564936
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,70.8779675704
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,67.70577559270001
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,41.173704488
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,32.369855048299996
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,40.4893517605
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,138.892301183
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,GeneFamily,UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,24.2108362823
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,37.3262048853
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,24.1420344894
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,12.398480556900001
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,13.670544747000001
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,10.5754284489
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,7.167190295299999
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,24.501684515100003
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,8.8848147771
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,29.947425404
UniRef90_A0A062X2S3|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,30.9649390996
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,70.9564424318
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,36.7051996492
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,70.6867775665
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,74.9767167558
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,75.69781536720001
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,57.4206176431
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,42.638410536799995
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,40.163557670799996
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,150.2340783582
UniRef90_A0A062X2T3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,42.82328479
UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,30.6225441626
UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062X2U9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,27.289560516399998
