GeneFamily,Sample,Value,Condition
UniRef90_A0A062X792|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,41.1510953856,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,63.6033032979,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,67.8753961465,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,25.0468947469,Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,38.676528304499996,No-Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,33.5895341644,No-Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,23.4483706489,No-Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A062X796|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,56.9029946435,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,5.0274321756,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,23.645804533200003,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,46.980606688900004,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,70.98036968640001,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,40.0952597417,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,35.166961806799996,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,24.253558411900002,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,31.3404976681,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,87.25736818709998,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,25.862956731799997,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,3.1288687713,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,12.569957656500002,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,32.248281096,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,31.054875656700002,Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,33.0127493718,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,23.6142254688,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,12.172287237,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,15.961500146099999,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,54.8596159139,No-Monarch
UniRef90_A0A062X797|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,30.924515501,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,45.353517500200006,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,32.371175863000005,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,42.6274236802,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,79.5590213355,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,87.43695968440001,Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,72.7855763734,No-Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,62.2410589083,No-Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,44.116676059300005,No-Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,72.83690451310001,No-Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,209.1277719918,No-Monarch
UniRef90_A0A062X7B3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,23.0151570406,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,46.4791296522,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,51.9536882697,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,29.152038752,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,26.1329213733,Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,30.6889263508,No-Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,21.115247161099997,No-Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,23.201056502100002,No-Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,25.5874983719,No-Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,175.6326370521,No-Monarch
UniRef90_A0A062X7C6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,31.7256070948,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,63.7431333524,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,29.021229251100003,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,97.3619060108,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,61.827217881,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,59.5934689203,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,54.7979339776,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,26.540973805,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,32.8287017283,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,101.5153013868,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,21.026383332,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,18.9990659722,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,11.593671177100001,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,2.1235999027,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,8.8917435604,Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,2.7860482464,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,5.5911425244,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,10.251401293899999,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,6.7875633243,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,9.8186844399,No-Monarch
UniRef90_A0A062X7C9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X7D1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,30.0923390055,Monarch
UniRef90_A0A062X7D1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X7D1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,41.4158956987,Monarch
