GeneFamily,Sample,Value,Condition
UniRef90_A0A062XBP8|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,23.259244320900002,No-Monarch
UniRef90_A0A062XBP8|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,15.536009998699999,No-Monarch
UniRef90_A0A062XBP8|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,15.5739885894,No-Monarch
UniRef90_A0A062XBP8|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062XBP8|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,54.3528951946,No-Monarch
UniRef90_A0A062XBP8|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,221.74598280060002,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,200.0,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,733.3333333333001,No-Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,450.0,No-Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,214.4004144004,No-Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,953.851010101,No-Monarch
UniRef90_A0A062XBP9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,34.7618339436,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,62.29682810640001,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,34.0357877813,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,47.785003546999995,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,60.7694199144,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,70.9822963123,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,49.781767564,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,20.9121502102,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,158.3684435363,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,14.2078441702,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,20.297435893,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,19.1942941546,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,1.017293998,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,12.1326043422,Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,3.0530735336,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,6.0525094551,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,10.108312573200001,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,10.2201593162,No-Monarch
UniRef90_A0A062XBQ4|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,32.4968152004,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,74.37801470779999,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,19.4027788468,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,30.4670406481,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,57.3540038348,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,51.1558183867,Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,57.3653362409,No-Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,54.51301548439999,No-Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,38.0728264743,No-Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,51.111746509899994,No-Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,81.9821721781,No-Monarch
UniRef90_A0A062XBQ5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,26.106656480300003,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,61.3190714636,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,61.639462637,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,10.625767486200001,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,81.4353327947,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,85.12403929109999,Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,80.7323461141,No-Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,61.3815174981,No-Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,27.131240358000003,No-Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,10.1881738138,No-Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,194.3793330402,No-Monarch
UniRef90_A0A062XBR4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,26.6287397402,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,26.4112326677,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,41.0342149424,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,41.8475630194,Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,50.4845564409,No-Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,18.9376303776,No-Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,22.093418564,No-Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,87.4211001543,No-Monarch
UniRef90_A0A062XBS0|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,24.0303994095,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,43.0420433379,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,24.886334654099997,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,44.1452812404,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,61.9227096371,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,32.3879602879,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,31.157497351700002,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,19.964967934,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,26.7854977988,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,78.433929427,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,13.8074789422,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,31.3699339984,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,12.435342206300001,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,2.9179127139,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,11.4738546102,Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,3.5305219894,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,6.4908263425,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,14.573633799000001,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,4.2304278641,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,13.633471399200001,No-Monarch
UniRef90_A0A062XBS5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,55.809927266,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,32.8235753553,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,28.0342977969,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,54.0502995894,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,57.820576906099994,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,39.0509112875,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,30.212977965100002,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,33.351419505,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,26.048736153000004,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,121.98296182959999,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,38.4516266019,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,18.2399336494,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,6.044461823,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,2.0161290323,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,12.154999135799999,Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,10.225377563099999,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,2.0161290323,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,18.2648763702,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,12.1548427482,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,8.0937271588,No-Monarch
UniRef90_A0A062XBS9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,22.6477363107,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,56.59219627069999,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,17.1249002074,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,55.0814031587,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,44.9624982176,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,43.5285791491,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,41.3597533042,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,43.3784198737,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,35.784971208,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,111.0396536236,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,21.4230033553,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,28.1450948904,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,22.0197690502,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,20.6025900518,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,19.2426315626,Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,12.7626428676,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,32.6494823216,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,8.9447960998,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,10.175816566,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,28.7150072444,No-Monarch
UniRef90_A0A062XBT2|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,41.9861679259,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,20.0428731121,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,53.2596989415,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,37.1328869936,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,46.5939194861,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,30.303669316700002,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,14.746365666199999,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,26.189670172,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,72.9704860593,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,31.2351868347,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,14.177150942,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,12.0548639742,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,23.1790242008,Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,20.6848965315,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,8.1023818636,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,17.20282417,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,12.898964313299999,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,23.9410708435,No-Monarch
UniRef90_A0A062XBU1|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,26.0838743621,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,31.595158752800003,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,29.895770009,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,91.6219439475,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,42.2854131358,Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,57.8617774261,No-Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,17.614814391,No-Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,26.2868350132,No-Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,19.7899017282,No-Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,76.8694023702,No-Monarch
UniRef90_A0A062XBU3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062XBU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,31.2519083609,Monarch
UniRef90_A0A062XBU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,33.1166764997,Monarch
UniRef90_A0A062XBU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,43.932819405699995,Monarch
UniRef90_A0A062XBU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
