GeneFamily,Sample,Value,Condition
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A024HJL5|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,49.414945267,No-Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,14.0362105698,No-Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031ILH2|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,51.6513220404,No-Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,10.9103605963,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031IRT8|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031IU84|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,44.58018381310001,No-Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,11.858296154200001,No-Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031IW65|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,33.3009682432,No-Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,17.2413793103,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031IWU1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,15.6371406371,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031IX71|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,11.0782269536,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,17.6647329458,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031IYZ6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,61.6121630716,No-Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,17.1974473495,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031J1L3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,11.4300888856,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031J1Z0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,10.9280196153,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031J219|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,21.4501096491,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031J2Q0|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,19.7938851474,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031J2Y3|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,9.1237638514,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A031J6N1|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A059KZD5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A059KZD5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A059KZD5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A059KZD5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A059KZD5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A059KZD5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A059KZD5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,14.982227144200001,Monarch
