GeneFamily,Sample,Value,Condition
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,15.7164118902,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,31.0377186954,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,34.8511405129,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,17.390508762899998,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,14.658517809800001,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,29.9540700438,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,24.822838889,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,52.0667192882,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,22.7421242132,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,33.4284189971,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,20.0284367693,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,36.1585360485,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,35.8514560228,Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,19.4671923255,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,18.9503947804,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,26.4321910077,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,8.2982353835,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,59.8133142203,No-Monarch
UniRef90_A0A062X6C5|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,44.61748470770001,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,21.1694339507,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,27.443083394699997,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,32.662607259,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,36.9911191213,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,19.925314066600002,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,9.1272193965,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,17.7801171359,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,31.3766958609,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,81.1919269898,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,33.4477441754,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,23.228127789499997,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,30.041672066700002,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,15.1460942159,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,37.7313329544,Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,17.0749037404,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,13.297698463800002,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,31.22788752,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,11.4207367029,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,83.8650702687,No-Monarch
UniRef90_A0A062X6D6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,29.6829329207,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,73.8073676977,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,65.1480505699,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,35.5712146404,Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,43.3627966237,No-Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,53.6716359416,No-Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,25.0075207497,No-Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,46.1509772621,No-Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,187.4900684685,No-Monarch
UniRef90_A0A062X6E1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,153.1861733588,No-Monarch
UniRef90_A0A062X6F3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,63.3427937787,No-Monarch
UniRef90_A0A062X6G6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,140.35487258450001,No-Monarch
UniRef90_A0A062X6H2|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,57.0420175551,No-Monarch
UniRef90_A0A062X6H9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,16.0800967039,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,28.584299739099997,Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A062X6K4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,53.7797767639,Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A062X6M3|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,24.100160138400003,No-Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A062X6M5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,21.2290684555,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,50.8706381588,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,42.5035487871,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,15.1537311669,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,44.9733031764,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,25.120607711999998,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,28.3933472419,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,69.3185938712,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,36.4654373266,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,31.486034817600004,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,70.5350606146,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,31.972986068,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,36.6488848504,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,25.595632196700002,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,23.93689029,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,15.612163578199999,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,14.3536578381,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,10.5504685065,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,22.7994145961,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,5.7127574265,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,20.669730009200002,No-Monarch
UniRef90_A0A062X6R6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,21.4769115755,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,66.03285742930001,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,31.863508665599998,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,58.019383275699994,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,76.99835160720001,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,49.781454636099994,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,45.816046312,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,36.5016764917,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,27.6594231574,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,87.9799631276,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,16.8417253861,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,20.5144355697,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,16.8402544391,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,3.6261232983,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,9.640320258300001,Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,12.0906001257,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,4.8222676634,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,10.8406064247,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,12.0412583602,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,6.0257670561,No-Monarch
UniRef90_A0A062X6S6|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A062X6T7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A062X6T7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
