GeneFamily,Sample,Value
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,25.6132582467
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,20.2220622599
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,78.7558273128
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,59.435038693900005
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,40.9900287065
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,45.2877831796
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,25.3428938475
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,31.146727550500003
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,85.1039003255
UniRef90_A0A062WYI8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,52.940819409
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,30.327416933400002
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,64.51576543350001
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,65.6957788253
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,59.2290971477
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,38.1271173688
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,38.683812442
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,36.0349663657
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,111.7286870984
UniRef90_A0A062WYL4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,47.7000479003
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,26.0039927046
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,62.661086566099996
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,43.269725282399996
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,74.5320102459
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,37.901289087600006
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,26.360627533699997
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,42.8452810161
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,114.37292884700001
UniRef90_A0A062WYR1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,28.7275376745
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,15.3174368144
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,32.5624084223
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,23.022447959
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,18.0316712588
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,27.7854509042
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,19.4990433647
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,25.4400303492
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,57.5499068708
UniRef90_A0A062WYS4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,30.4074161133
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,34.6618841353
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,7.5187969925
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,21.691074191
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,16.856595738299998
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,40.5253083301
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,28.261884039699996
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,7.5062656642
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,29.8328677829
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,67.9247693191
UniRef90_A0A062WYU4|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,26.2906215991
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,48.1160642833
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,32.5761285094
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,62.2895943668
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,64.51272419600001
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,42.4288062877
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,40.8887349897
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,26.4078889939
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,45.4165127099
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,107.4185057241
UniRef90_A0A062WYV7|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,40.2862220386
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,24.672651385
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,22.7931836405
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,51.2399723101
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,23.9252414797
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,20.9158608872
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,24.496095915
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,59.465534940299996
UniRef90_A0A062WYX5|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,18.6945847905
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,46.2941138375
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,37.7097789098
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,79.8322223098
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,48.671910152200006
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,24.4287076912
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,43.8256421133
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,31.9544194503
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,12.8825807452
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,96.54637139459999
UniRef90_A0A062WYX8|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,27.1464360832
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,54.6422141029
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,24.3203000213
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,25.3906080748
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,60.4822795204
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,27.3932472831
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,24.5498408819
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,30.8533397059
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,36.4727000286
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,85.4996208868
UniRef90_A0A062WYY1|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,39.3244104804
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,35.394548733899995
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,10.1496908049
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,23.727463655300003
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,37.8688890406
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,57.947246758999995
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,36.5385919421
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,20.5483811587
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,25.118749876
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,18.352951222
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,80.349153144
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,GeneFamily,UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,22.323835713
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,38.760063104699995
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,14.410474103399999
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,18.520946162
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,12.469014676099999
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,11.0897560403
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,13.819895023399999
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,31.296766990500004
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,4.193233911
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,41.1686095975
UniRef90_A0A062WYZ9|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,32.8314465744
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,19.1864663619
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,51.500183144
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,37.7309198063
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,24.210536753000003
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,18.7644697709
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,16.4540124106
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,0.0
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,73.0121882424
UniRef90_A0A062WZ28|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,17.8189901314
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,57.9171854724
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,31.7092725288
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,6.5906735751
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,40.8216468982
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,44.9093291179
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,79.1671813199
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,26.7655840754
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,72.0944692085
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,16.7850847847
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,26.5831487158
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,199.9832518652
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,GeneFamily,UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,29.4103113804
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,20.2988018246
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,38.3464234972
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,6.5641025641
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,35.2405134394
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,18.7148594378
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,25.5552131005
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,13.1510639934
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,18.600043585199998
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,15.320094888
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,20.847183986199997
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_260,44.398783652
UniRef90_A0A062WZ44|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Wild_261,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,GeneFamily,UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,27.2025278332
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,68.1056459995
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,12.0506221898
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,31.7853452161
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,86.7160089111
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,26.1758318621
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,24.998618985500002
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,32.9114933909
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,41.9890033914
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_260,108.6180785206
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,GeneFamily,UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_248,21.483159843899998
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_249,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_250,23.484870493200003
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_251,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_252,0.0
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Wild_253,25.3101567879
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_254,1.5576323988
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,Monarch_Experiment_255,25.7491489291
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_256,11.8887698628
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_257,8.2336625393
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_258,10.7346760866
UniRef90_A0A062WZ55|g__Lactobacillus.s__Lactobacillus_murinus,NoMonarch_Experiment_259,14.562714554100001
